id;Enseignes;Latitude;Longitude;CP;Adresse;Ville;Type
69590001;Carrefour Market;4563700.0;446200.0;69590;Avenue Emmanuel Clément;SAINT-SYMPHORIEN-SUR-COISE;R
69620003;Carrefour Market;4592705.1919656;455807.035401;69620;LES PONTS TARRETS 118 RD 385;LEGNY;R
69680002;Carrefour Market;4573704.0;497295.0;69680;44 Route de Genas;CHASSIEU;R
69700001;Carrefour;4558600.0;475500.0;69700;CENTRE COMMERCIAL GIVORS 2 VALLEES;Givors;R
69800010;Carrefour Market;4569369.566;494000.494;69800;13 Bd Edouard HERRIOT;SAINT-PRIEST;R
70100002;Carrefour Market;4743804.02238;559935.915428;70100;ZA GRAY SUD CARREFOUR DES HAUTS PRES;GRAY;R
70160001;Carrefour Contact;4776500.0;610100.0;70160;Rue VOLTA;FAVERNEY;R
70250004;Carrefour Contact;4769800.0;664200.0;70250;1 RUE DU PLAIN;Ronchamp;R
70500001;Carrefour Market;4782741.0;590571.0;70500; Avenue de Verdun;JUSSEY;R
70600002;Carrefour Contact;4762020.7856829;551040.87469524;70600;1, Route de Langres;CHAMPLITTE;R
70700003;Carrefour Contact;4742400.0;583900.0;70700;Route de Vesoul;BUCEY-LèS-GY;R
71100002;Carrefour;4677277.9711954;485949.54554339;71100;7 Rue Thomas Dumorey;Chalon-sur-Saône;R
71100003;Carrefour;4679804.0;484741.0;71100;144 Avenue de Paris;CHALON-SUR-SAôNE;R
71170001;Carrefour Market;4620400.0;433600.0;71170;1, AVENUE VAN DE WALLE;Chauffailles;R
71190003;Carrefour Contact;4686600.0;419000.0;71190;47 rue Gabriel Bouthiere;Étang-sur-Arroux;R
71200011;Carrefour Market;4680824.867;442894.694;71200;centre commercial de l arche;Le Creusot;R
71250008;Carrefour Market;4643700.0;465000.0;71250;Rue Maurice Lacoque;Cluny;R
71370004;Carrefour Contact;4675487.9682923;501273.7123754;71370;2A RUE DU BOURG;L'ABERGEMENT SAINTE COLOMBE;R
71380001;Carrefour Market;4677841.9433787;488873.94874789;71380;Rue du Curtil Canot;SAINT-MARCEL;R
71380003;Carrefour;4677754.04;489662.89;71380;5 rue du curtil canot;Saint-Marcel;R
71470003;Carrefour Contact;4650242.4842894;506360.51453162;71470;2144 avenue de la gare;Romenay;R
71490005;Carrefour Express;4686600.0;458000.0;71490;69 RUE SAINT NICOLAS;COUCHES;R
71500002;Carrefour Market;4662500.0;523900.0;71500;Route de Beaufort;LOUHANS;R
71680001;Carrefour;4625400.0;478900.0;71680;Centre commercial CARREFOUR des Bouchardes;CRêCHES-SUR-SAôNE;R
71700001;Carrefour Market;4656600.0;490200.0;71700;AVENUE DE LA RESISTANCE;TOURNUS;R
71850001;Carrefour Market;4630944.0;481183.0;71850; Rue de la Chapelle;CHARNAY-LèS-MâCON;R
72000001;Carrefour Market;4801700.0;21900.0;72000;2 Rue de Bonnétable;LE MANS;R
72000002;Carrefour Market;4799200.0;22500.0;72100;BOULEVARD WINSTON CHURCHILL;LE MANS;R
72000012;Carrefour;4797200.0;21700.0;72100;309 Avenue Georges Durand;LE MANS;R
72100001;Carrefour Market;4798516.1574039;18594.572421907;72100;168 Rue d'Arnage;LE MANS;R
72100002;Carrefour Market;4799687.0;17957.0;72000;66 Avenue Olivier Heuzé;Le Mans;R
72120001;Carrefour Market;4791900.0;76600.0;72120;ZA DU PRESSOIR;SAINT-CALAIS;R
72130007;Carrefour Contact;4831700.0;-2500.0;72130;cc rue des erables;Sougé-le-Ganelon;R
72160002;Carrefour Market;4806100.0;49700.0;72160;Rue de Paris;CONNERRé;R
72200001;Carrefour Market;4770100.0;-9400.0;72200;ROUTE DES MOLLANS;La Flèche;R
72230002;Carrefour Market;4791400.0;24400.0;72230;Avenue de Bönen;MULSANNE;R
72290002;Carrefour Contact;4817200.0;23700.0;72290;Rue Saint laurent - Lieu dit la Cave;Ballon-Saint-Mars;R
72300003;Carrefour Market;4783052.0;-31316.0;72300;Route de la Flèche;SABLé-SUR-SARTHE;R
72320004;Carrefour Contact;4806828.09;73174.49;72320;Route de la Ferté Bernard;VIBRAYE;R
72330001;Carrefour Market;4783000.0;7700.0;72330;62 Rue Nationale;CéRANS-FOULLETOURTE;R
72360002;Carrefour;4776200.0;27500.0;72360;33 avenue du 14 juillet;Mayet;R
72400001;Carrefour Market;4818200.0;66200.0;72400;AVENUE PIERRE BRULE;LA FERTé-BERNARD;R
72430002;Carrefour Contact;4785987.7366746;-10324.861539622;72430;ZA LE TERTRE;Noyen-sur-Sarthe;R
72460004;Carrefour Contact;4807600.0;29700.0;72460;Grande Rue;SAVIGNé-L'ÉVêQUE;R
72540001;Carrefour Contact;4799300.0;-15400.0;72540;27, rue de la Libération;Loué;R
73000001;Carrefour;4557600.0;594400.0;73000;21 RUE CENTRALE;BASSENS;R
73000002;Carrefour;4559482.53473;589802.672622;73000;1097 Avenue des Landiers;CHAMBéRY;R
73100001;Carrefour Market;4572000.0;592200.0;73100;136 Rue des Allobroges;Grésy-sur-Aix;R
73110002;Carrefour Market;4545600.0;611200.0;73110;RUE DE LA GRANGETTE;LA ROCHETTE;R
73140001;Carrefour Market;4521800.0;647200.0;73140;4 PLACE DE LA VANOISE;SAINT-MICHEL-DE-MAURIENNE;R
73170001;Carrefour Market;4570500.0;576900.0;73170;RN504;Yenne;R
73190001;Carrefour Market;4553400.0;599100.0;73190;70 ROUTE NATIONALE 6;SAINT-JEOIRE-PRIEURé;R
73200001;Carrefour Market;4566783.0;637303.0;73200;89 Avenue Général de Gaulle;ALBERTVILLE;R
73200002;Carrefour Market;4566700.0;639400.0;73200;PLAINE DE CONFLANS;ALBERTVILLE;R
73200003;Carrefour Market;4548660.8145104;652533.10822173;73600;Avenue des Salines Royales;MOûTIERS;R
73220002;Carrefour Contact;4554300.0;630300.0;73220;Grande Rue;Aiguebelle;R
73300001;Carrefour Market;4526600.0;636700.0;73300;Chemin de Combe-Paillarde;Saint-Jean-de-Maurienne;R
73400003;Carrefour Market;4574710.723;641838.041;73400;14 Rue Antoine Borrel;UGINE;R
73630003;Carrefour Contact;4568900.0;613500.0;73630;Avenue Denis Therme;Le Chatelard;R
73630004;Carrefour Contact;4568883.4217287;613454.2184517;73630;85 RUE DES ECURIES;LE CHATELARD;R
74000002;Carrefour;4591900.0;612400.0;74000;134 avenue de geneve;ANNECY;R
74100013;Carrefour Market;4618189.7751965;623818.91428537;74100;90 Route de Bonneville;ANNEMASSE;R
74130001;Carrefour Market;4607300.0;641900.0;74130;61 rue des Grebes Huppés;Bonneville;R
74140002;Carrefour Market;4631041.4189;631301.785587;74140;ROUTE DE THONON;DOUVAINE;R
74200002;Carrefour Market;4635892.0;645909.0;74200;Chemin de Morcy;THONON-LES-BAINS;R
74200003;Carrefour;4634900.0;643200.0;74200;RTE DE GENEVE;MARGENCEL;R
74210001;Carrefour Market;4574900.0;628900.0;74210;Route Nationale 508;FAVERGES;R
74230007;Carrefour Market;4588600.0;632900.0;74230;34 RUE DE LA SAULNE;Thônes;R
74270001;Carrefour Contact;4601800.0;592400.0;74270;ROUTE DU TRAM;FRANGY;R
74300001;Carrefour;4606900.0;656900.0;74300;913 AVENUE GEORGES CLEMENCEAU;CLUSES;R
74320001;Carrefour Market;4584501.0;615048.0;74320;75 Route des Pontets;Sévrier;R
74340001;Carrefour Market;4608524.803;670534.193;74340;1365 ROUTE DE TANINGES;SAMOENS;R
74370003;Carrefour Contact;4596300.0;613100.0;74370;Route Imperiale;SAINT-MARTIN-BELLEVUE;R
74400001;Carrefour Market;4591200.0;686100.0;74400;Route Blanche;CHAMONIX-MONT-BLANC;R
74430001;Carrefour Market;4623541.56534;665508.238436;74430;LE VERNAY BRON;SAINT-JEAN-D'AULPS;R
74500002;Carrefour;4975551.11909;37449.1663689;76400;Rue Charles le Borgne;FéCAMP;R
74500010;Carrefour Market;4640100.0;659000.0;74500;7 avenue des bocquies;Évian-les-Bains;R
74520010;Carrefour Market;4610800.0;596900.0;74520;37 chemin des artisans;Valleiry;R
74570004;Carrefour Market;4600600.0;618700.0;74570;81 ROUTE DU PLOT;GROISY;R
74700001;Carrefour;4595300.0;662900.0;74700;1751 Avenue de Genève;SALLANCHES;R
74800005;Carrefour Market;4607000.0;632000.0;74800;80 ROUTE DE LA ROCHE;AMANCY;R
74890001;Carrefour Market;4626400.0;637000.0;74890;ROUTE DE LA SCIERIE;BONS-EN-CHABLAIS;R
74910003;Carrefour Market;4596065.0;583663.0;74910;Route de Genève;Seyssel;R
74930001;Carrefour Market;4613200.0;627000.0;74930;210 rue de BERSAT;REIGNIER;R
74950001;Carrefour Market;4606500.0;655100.0;74950;AVENUE DES LACS;SCIONZIER;R
74960001;Carrefour Market;4590996.0;614922.0;74940;rue des mouettes;ANNECY-LE-VIEUX;R
75016001;Carrefour;4884700.0;225600.0;75016;1 Avenue du Général Sarrail;PARIS;R
76110001;Carrefour Market;4964469.0;37595.0;76110;Route de Valmont;Goderville;R
76131001;Carrefour;4947200.0;109400.0;76130;Rue de la Vatine;MONT-SAINT-AIGNAN;R
76133001;Carrefour Market;4956180.0;22054.0;76133;RUE ARISTIDE BRIAND;ÉPOUVILLE;R
76140001;Carrefour Market;4942700.0;106300.0;76140;Avenue Jean-Jaurès;LE PETIT-QUEVILLY;R
76210001;Carrefour;4954700.0;49500.0;76210;route de Lillebonne;Gruchet-le-Valasse;R
76230001;Carrefour Market;4947557.0;110624.0;76230;AVENUE DE L'EUROPE;BOIS-GUILLAUME;R
76230002;Carrefour Market;4947011.65096;111748.807822;76230;Rue de la République;BOIS-GUILLAUME;R
76240002;Carrefour Market;4941200.0;113700.0;76240;2 ROUTE DE PARIS;Le Mesnil-Esnard;R
76250001;Carrefour Market;4947100.0;104300.0;76250;44 Rue de la République;Déville-lès-Rouen;R
76280002;Carrefour Market;4964033.0;22423.0;76280;2 place du Marché;Gonneville-la-Mallet;R
76300004;Carrefour Market;4941400.0;109100.0;76300;AVENUE JEAN JAURES;Sotteville-lès-Rouen;R
76330002;Carrefour Market;4948189.0;58305.0;76330;Rue Jérôme Cardan;Notre-Dame-de-Gravenchon;R
76360001;Carrefour;4953489.6206291;96409.769058218;76360;Plateau du Mesnil-Roux, Zone la Carbonnière;BARENTIN;R
76370001;Carrefour Market;4992600.0;111500.0;76370;52 Avenue de la Libération;Dieppe;R
76400001;Carrefour Market;4974874.0;40324.0;76400;3 Route de Ganzeville;FéCAMP;R
76410001;Carrefour Market;4930300.0;103500.0;76410;Rue de la Résistance;Saint-Aubin-lès-Elbeuf;R
76410002;Carrefour;4932800.0;109700.0;76410;ZAC DU CLOS AUX ANTES;TOURVILLE-LA-RIVIèRE;R
76420004;Carrefour Market;4945900.0;112600.0;76420;Rue du Maréchal de Lattre de Tassigny;BIHOREL;R
76430004;Carrefour Market;4952535.29936;36511.2606713;76430;Rue du MAILLON;SAINT-ROMAIN-DE-COLBOSC;R
76440008;Carrefour Market;4961100.0;154700.0;76440;27 rue des docteurs Cisseville;Forges-les-Eaux;R
76450001;Carrefour Market;4979200.0;63400.0;76450;Avenue Maximiliansau;Cany-Barville;R
76490002;Carrefour Market;4952922.0;72064.0;76490;rue sainte gertrude;Caudebec-en-Caux;R
76500005;Carrefour Market;4928600.0;100900.0;76500;7 rue du Neubourg;ELBEUF;R
76540001;Carrefour Contact;4974500.0;51300.0;76540;9 Rue Bellavoine;Valmont;R
76540002;Carrefour Contact;4974522.5227206;51213.110511015;76540;9 rue albert bellavoine;Valmont;R
76550001;Carrefour Market;4987174.0;104855.0;76550;AVENUE DE LA HETRAIE;Offranville;R
76560001;Carrefour Market;4972100.0;78200.0;76560;6 rue Jean Varin;DOUDEVILLE;R
76570001;Carrefour Market;4956400.0;95200.0;76570;RUE DES ACACIAS;Pavilly;R
76600001;Carrefour Market;4949500.0;15500.0;76600;35, rue de la Vallée;LE HAVRE;R
76620002;Carrefour Market;4950600.0;10100.0;76620;8, rue Romain Rolland Sanvic;Le Havre;R
76630001;Carrefour Contact;4989715.13;125982.35;76630;72 RUE DES CANADIENS;ENVERMEU;R
76640004;Carrefour Contact;4965100.0;59100.0;76640;Place Gaston Sanson;FAUVILLE-EN-CAUX;R
76680001;Carrefour Market;4967000.0;128400.0;76680;Avenue Emmanuel Brion;SAINT-SAëNS;R
76720003;Carrefour Contact;4971868.27;109562.37;76720;28 rue de Verdun;Auffay;R
76730001;Carrefour Contact;4979000.0;99800.0;76730;ROUTE D'ABLEMONT;BACQUEVILLE-EN-CAUX;R
76750001;Carrefour Market;4959800.0;134200.0;76750;Route de la Gare;BUCHY;R
76850001;Carrefour Market;4963100.0;118000.0;76850;RUE DES FORGES;BOSC-LE-HARD;R
76940001;Carrefour Contact;4947910.71533;76809.4546353;76940;CHEMIN DU ROY;LA MAILLERAYE-SUR-SEINE;R
76950002;Carrefour Contact;4978953.78062;121887.113953;76950;HAMEAU DES HAUT CHAMPS;LES GRANDES VENTES;R
77000003;Carrefour Market;4852528.0;269402.349348;77000;RUE DES TROIS RODES;VAUX-LE-PéNIL;R
77090001;Carrefour;4883844.6872;266161.659318;77090;CENTRE COMMERCIAL BAY 2;COLLéGIEN;R
77100015;Carrefour Market;4893756.0;288010.0;77100;Avenue de la Foulée;Nanteuil-lès-Meaux;R
77120004;Carrefour Market;4881675.0;305222.0;77120;RN 34;Mouroux;R
77124001;Carrefour Market;4897462.0;287015.0;77124;ZAC DES VIGNES;CRéGY-LèS-MEAUX;R
77127001;Carrefour;4861700.0;254800.0;77127;C.COMMERCIAL CARRE SENART;Lieusaint;R
77130006;Carrefour;4839853.91824;295158.027595;77130;BOULEVARD DIDEROT;MONTEREAU-FAULT-YONNE;R
77140003;Carrefour Market;4826800.0;267600.0;77140;Route de Larchant;SAINT-PIERRE-LèS-NEMOURS;R
77150002;Carrefour;4885300.0;258400.0;77420;Avenue des Pyramides;CHAMPS-SUR-MARNE;R
77150003;Carrefour Market;4874400.0;261200.0;77150;Centre commercial de la Fontaine;LéSIGNY;R
77165002;Carrefour Market;4903700.0;280100.0;77165;Avenue du Maréchal Gallieni;SAINT-SOUPPLETS;R
77170005;Carrefour Market;4869424.0;261673.0;77170;25 Rue Pasteur;Brie-Comte-Robert;R
77195001;Carrefour;4850100.0;257900.0;77190;RN7 BP23;Dammarie-les-Lys;R
77210002;Carrefour Market;4841494.44259;271959.190391;77210;36 Avenue du Président Franklin Roosevelt;AVON;R
77220005;Carrefour Market;4874000.0;277700.0;77220;RUE DE LA LIBERATION;Tournan-en-Brie;R
77230009;Carrefour;4904100.0;268600.0;77230;5 avenue des deux Moulins;Saint-Mard;R
77250004;Carrefour Market;4836935.4347807;282755.99738244;77250;11 Rue de l'Orvanne;Moret-Loing-et-Orvanne;R
77346001;Carrefour;4877600.0;260500.0;77340;RN 4 77346 Pontault-Combault;PONTAULT-COMBAULT;R
77360001;Carrefour Market;4887400.0;264100.0;77360;Place du Général de Gaulle;VAIRES-SUR-MARNE;R
77370001;Carrefour Market;4855809.4704;302534.519556;77370;Avenue de Verdun;NANGIS;R
77390003;Carrefour Market;4863502.0;279900.0;77390;L OREE DE GUIGNES;GUIGNES;R
77430001;Carrefour Market;4839575.0;279896.0;77430;2 RUE JEAN COCTEAU;CHAMPAGNE-SUR-SEINE;R
77440002;Carrefour Market;4902200.0;303300.0;77440;8, route des platanes;Lizy-sur-Ourcq;R
77470001;Carrefour Market;4895800.0;295900.0;77470;86 Avenue de Verdun;TRILPORT;R
77480002;Carrefour Market;4841400.0;324200.0;77480;82 AVENUE DE LA LIBERATION;BRAY-SUR-SEINE;R
77508001;Carrefour;4887800.0;260900.0;77500;Avenue du Gendarme Castermant;CHELLES;R
77508002;Carrefour;4894400.0;268100.0;77410;Route Nationale 3;CLAYE-SOUILLY;R
77510001;Carrefour Market;4884615.0;323114.0;77510;ZAC PRE ANCEL;REBAIS;R
77540002;Carrefour Market;4867700.0;296900.0;77540;56 rue de vilpré;Rozay-en-Brie;R
77570001;Carrefour Market;4814461.0;269420.0;77570;Rue de Nisceville;CHâTEAU-LANDON;R
77590001;Carrefour Market;4848338.0;269601.0;77590; Rue Gallieni;Chartrettes;R
77700002;Carrefour Market;4889666.0;280162.0;77700; Rue d'Esbly;Coupvray;R
77700004;Carrefour Market;4885000.0;281900.0;77700;17 Place de l'Europe;Bailly-Romainvilliers;R
77950001;Carrefour Market;4855275.28221;267091.809609;77950; Rue du Perré;RUBELLES;R
78120003;Carrefour;4862500.0;183000.0;78120;RN10 CENTRE COMMERCIAL DU BEL AIR;RAMBOUILLET;R
78241001;Carrefour;4891000.0;203300.0;78240;RN 13;CHAMBOURCY;R
78290001;Carrefour Market;4888112.0;213987.0;78290;22 Avenue du Général de Gaulle;Croissy-sur-Seine;R
78360001;Carrefour;4893000.0;214500.0;78360;280 Avenue Gabriel Péri;MONTESSON;R
78360002;Carrefour Market;4890666.0;211625.0;78360;40 Avenue Gabriel Péri;MONTESSON;R
78410002;Carrefour;4896631.638097;186670.49841285;78410;Route Renault;FLINS-SUR-SEINE;R
78440001;Carrefour Market;4899000.0;183500.0;78440;Avenue de Paris;GARGENVILLE;R
78450001;Carrefour Market;4881900.0;200400.0;78450;Avenue Nagelmackers.;VILLEPREUX;R
78470001;Carrefour Market;4871600.0;208500.0;78470;PLACE DE BEAUPLAN;SAINT-RéMY-LèS-CHEVREUSE;R
78500001;Carrefour;4894800.0;219800.0;78500;AVENUE ROBERT SHUMANN;SARTROUVILLE;R
78520002;Carrefour;4899500.0;172900.0;78520;ROUTE NATIONALE 190;LIMAY;R
78540001;Carrefour Market;4897600.0;199500.0;78540;Rue de la Grosse Pierre;VERNOUILLET;R
78550007;Carrefour Market;4878637.0;161421.0;78550;Lieu-dit La Porte d'Épernon;Maulette;R
78700002;Carrefour Market;4900644.751;211854.078;78700;10 Place de la Liberté et du 8 Mai 1945;Conflans-Sainte-Honorine;R
78885001;Carrefour;4878600.0;204300.0;78180;PLACE JOEL LE THEULE;MONTIGNY-LE-BRETONNEUX;R
78960001;Carrefour Market;4875600.0;205500.0;78960;RUE AUX FLEURS;Voisins-le-Bretonneux;R
78970001;Carrefour Market;4896039.0;180785.0;78970;6 AVENUE DE LA GARE;MéZIèRES-SUR-SEINE;R
79000001;Carrefour Market;4631800.0;-46600.0;79000;80 Avenue Saint-Jean d'Angély;NIORT;R
79000002;Carrefour;4631700.0;-48100.0;79000;Boulevard de l'Atlantique;NIORT;R
79150002;Carrefour Contact;4698530.1108359;-45314.288360595;79150;26 av camille jouffrault - Argenton les vallées;ARGENTONNAY;R
79180005;Carrefour Contact;4635300.0;-38600.0;79180;245 AVENUE DES TILLEULS;CHAURAY;R
79240003;Carrefour Contact;4663924.48;-59220.28;79240;2 rue de la taillee;L'Absie;R
79260004;Carrefour Contact;4635519.0;-31186.0;79260; Allée de la Communauté;LA CRèCHE;R
79300001;Carrefour Market;4683500.0;-48200.0;79300;27 Boulevard de l'Europe;BRESSUIRE;R
79390005;Carrefour Contact;4671900.0;-2600.0;79390;30 PLACE DE L HOTEL DE VILLE;Thénezay;R
79390007;Carrefour Contact;4671896.1169523;-2569.5969169084;79390;30 place de l hôtel de ville;Thénezay;R
79800012;Carrefour Contact;4636873.2283435;-11752.827458271;79800;Route de Saint-Maixent;La Mothe-Saint-Héray;R
80100001;Carrefour Market;5010400.0;182800.0;80100;RUE DES CORDELIERS;ABBEVILLE;R
80100003;Carrefour Contact;5021177.28505;177888.380782;80860;1 RUE DE LA MAIRIE;NOUVION;R
80110002;Carrefour Market;4978800.0;246900.0;80110;Route de Thennes;MOREUIL;R
80120001;Carrefour Contact;5033100.0;158900.0;80120;rue des pommiers;QUEND;R
80120003;Carrefour Market;5027346.1;166324.377;80120;Rue du Moulin;RUE;R
80150003;Carrefour Contact;5025176.72;188435.09;80150;38 Route de Rue;Crécy-en-Ponthieu;R
80160003;Carrefour Contact;4973859.0;215396.0;80160; Rue Henri Dunant;Conty;R
80210001;Carrefour Market;5006153.703;159455.665;80210;43 RUE VICTOR HUGO;FEUQUIèRES-EN-VIMEU;R
80230003;Carrefour Market;5017200.0;164900.0;80230;HAMEAU DE PINCHEFALISE;Boismont;R
80240001;Carrefour Contact;4994800.0;310800.0;80240;Rue du Nouveau Monde;ROISEL;R
80260001;Carrefour Market;5000140.0;231608.0;80260;Rue du Château d'Eau;Villers-Bocage;R
80270001;Carrefour Market;4997400.0;194100.0;80270;Route d'Abbeville;Airaines;R
80290001;Carrefour Market;4977600.0;197800.0;80290;RUE DU CAPITAINE FAY;POIX-DE-PICARDIE;R
80300004;Carrefour;4992200.0;230400.0;80080;CARREFOUR AMIENS Route de Doullens;AMIENS;R
80320001;Carrefour Market;4981593.0;280259.0;80320;34 RUE ROGER SALENGRO;CHAULNES;R
80340002;Carrefour;4993849.3468872;271818.83865082;80340;3 RUE DU CASTEL;Bray-sur-Somme;R
80400001;Carrefour Market;4974200.0;309100.0;80400;Route de Chauny;HAM;R
80410004;Carrefour Contact;5018162.531;149398.555;80410;184 RUE DU MARECHAL FOCH;Cayeux-sur-Mer;R
80430002;Carrefour Contact;4984200.0;177800.0;80430;26 AVENUE DE LA LIBERATION;BEAUCAMPS-LE-VIEUX;R
80460003;Carrefour Contact;5009824.0;145590.0;80460;Avenue du Général Leclerc;AULT;R
80510004;Carrefour Contact;5002900.0;194300.0;80510;RUE DU 8 MAI;Longpré-les-Corps-Saints;R
80550001;Carrefour Contact;5021700.0;162500.0;80550;rue du 8 mai;LE CROTOY;R
80570001;Carrefour Contact;5004475.0;152562.0;80570;Rue Joliot Curie;Dargnies;R
81000010;Carrefour Contact;4393100.0;218300.0;81000;3 rue des trois buissons;Albi;R
81160001;Carrefour Market;4395039.22196;220999.332738;81160;6, avenue Alphonse Pacifique;Saint-Juéry;R
81230002;Carrefour Market;4370900.0;269800.0;81230;Rue Henri Antoine;LACAUNE;R
81250004;Carrefour Contact;4388905.345;246155.885;81250;lieu dit ginestous;Alban;R
81370001;Carrefour Market;4377000.0;167300.0;81370;254 Avenue des Terres Noires;SAINT-SULPICE-LA-POINTE;R
81700005;Carrefour Contact;4356594.0;200695.0;81700;Lieu-dit Saint-Martin;Puylaurens;R
81990003;Carrefour Market;4389247.503;216522.366;81990;1 rue d'al causse;PUYGOUZON;R
82130003;Carrefour Contact;4412542.7426197;122958.96220207;82130;383, rue du rival bas;Lafrançaise;R
82140003;Carrefour Contact;4415000.0;174900.0;82140;115 CHEMIN DE FONTALES;Saint-Antonin-Noble-Val;R
82170001;Carrefour Market;4382410.0;128994.0;82170;126 Route d'Aucamville;Grisolles;R
82210003;Carrefour Contact;4406415.0;102228.0;82210;route de castelmayran;Saint-Nicolas-de-la-Grave;R
82300006;Carrefour;4416323.6644503;155252.46704279;82300;2 CHEMIN DES ROUGES;Monteils;R
82410003;Carrefour Contact;4404900.0;146300.0;82410;8 RUE DU MARCHE;Saint-Étienne-de-Tulmont;R
82700004;Carrefour Contact;4391400.0;122400.0;82700;59 BIS RD 813;Finhan;R
83120001;Carrefour;4332000.0;662800.0;83120;164 Route du Plan-de-la-Tour;SAINTE-MAXIME;R
83120002;Carrefour Market;4331000.0;663500.0;83120;Place Jean Mermoz;SAINTE-MAXIME;R
83140001;Carrefour Market;4310300.0;582100.0;83140;Avenue de la Mer;SIX-FOURS-LES-PLAGES;R
83150001;Carrefour Market;4315396.6638366;574435.76756247;83150;1103 Avenue Dei Reganeu;Bandol;R
83160001;Carrefour;4314000.0;601400.0;83160;ROUTE DE L'UNIVERSITE;La Valette-du-Var;R
83190001;Carrefour;4312500.0;587600.0;83190;55 Chemin de la Bouyère;OLLIOULES;R
83240001;Carrefour Market;4317000.0;652600.0;83240;Avenue des Alliés;CAVALAIRE-SUR-MER;R
83260001;Carrefour Market;4315400.0;607000.0;83260;ZI Le Patrimoine;LA CRAU;R
83300003;Carrefour;4353200.0;645600.0;83300;ZI SAINT HERMENTAIRE;DRAGUIGNAN;R
83480001;Carrefour;4344299.0;670539.0;83480;Quartier des salles;Puget-sur-Argens;R
83560005;Carrefour Contact;4360659.50014;575195.05519;83560;CHEMIN DE L'HUMEDE;RIANS;R
83560007;Carrefour Market;4372900.0;580000.0;83560;Chemin du Plan;VINON-SUR-VERDON;R
83600023;Carrefour Contact;4353923.099;670959.82;83600;985 ROUTE DE SAINT PAUL;Bagnols-en-Forêt;R
83720001;Carrefour;4350847.7194755;647924.27374907;83720;RN 555;TRANS-EN-PROVENCE;R
83790001;Carrefour Market;4330200.0;623600.0;83790;Lieu dit le Fege- RN97;Pignans;R
83910001;Carrefour Contact;4349700.0;573200.0;83910;561 route de Trets;Pourrières;R
83980001;Carrefour Market;4313600.0;635900.0;83980;Avenue du Maréchal Juin;LE LAVANDOU;R
84097001;Carrefour;4392800.0;478900.0;84000;390 Rue Jean-Marie Tjibaou;AVIGNON;R
84107001;Carrefour;4412000.0;484000.0;84100;Route de Jonquieres;ORANGE;R
84120006;Carrefour Market;4368100.0;550100.0;84120;Route d'Aix en Provence, Quartier Saint Martin;Pertuis;R
84270002;Carrefour Contact;4397813.675;490811.60674379;84270;AVENUE PIERRE DE COUBERTIN;Vedène;R
84320001;Carrefour Market;4400506.0;493210.0;84320;515 Route de Carpentras;ENTRAIGUES-SUR-LA-SORGUE;R
84330005;Carrefour Contact;4410000.0;510200.0;84330;169 ROUTE DE CARPENTRAS;CAROMB;R
84430004;Carrefour Contact;4423524.26;471123.04307052;84430;RN 7 Gourd du Bidon;Mondragon;R
84430005;Carrefour Contact;4423500.0;471100.0;84430;RN7 Gour Du Bidon;Mondragon;R
84550003;Carrefour Market;4419700.0;473700.0;84550;Route d'orange;Mornas;R
84700007;Carrefour Market;4400503.69;487475.61;84700;place Wettenberg;Sorgues;R
84810002;Carrefour Contact;4409204.53;502966.13;84810;avenue Majoral Jouve;aubignan;R
85000002;Carrefour;4666498.063047;-145227.30197907;85000;5 rue des Platanes;LA ROCHE-SUR-YON;R
85100001;Carrefour Market;4650200.0;-178500.0;85100;Rue la Petite Garlière;LES SABLES-D'OLONNE;R
85170008;Carrefour Contact;4684400.0;-149400.0;85170;Rond Point de la Vendée;LES LUCS SUR BOULOGNE;R
85290010;Carrefour Contact;4695996.4047731;-88986.549999999;85290;1 RUE DES MARTYRS;Saint-Laurent-sur-Sèvre;R
85540003;Carrefour Contact;4651000.0;-134500.0;85540;rue des Tourterelles;Le Champ-Saint-Père;R
86220001;Carrefour Market;4693511.0;60576.0;86220;RN10;DANGE-SAINT-ROMAIN;R
86380002;Carrefour Contact;4673051.46;30673.72;86380;15 RUE MARIE CURIE;Vendeuvre-du-Poitou;R
86550001;Carrefour Contact;4654000.0;40300.0;86550;ZAE DE BEAUBATON;MIGNALOUX-BEAUVOIR;R
86580002;Carrefour Contact;4657109.72;27208.73;86580;13 place de la croix cadet;Vouneuil-sous-Biard;R
86700001;Carrefour Contact;4629901.0;18097.0;86700;Grande Rue;COUHé;R
86800004;Carrefour Contact;4655889.0;49816.0;86800;60 Route de Poitiers;Saint-Julien-l'Ars;R
87000002;Carrefour Market;4582000.0;122400.0;87000;Avenue du Roussillon;LIMOGES;R
87220002;Carrefour;4578000.0;130600.0;87220;ROUTE DE TOULOUSE;BOISSEUIL;R
87300001;Carrefour Market;4612967.0;105399.0;87300;ROUTE DU DORAT;BELLAC;R
87400003;Carrefour Market;4583253.0;149798.0;87400; Avenue Jean Moulin;SAINT-LéONARD-DE-NOBLAT;R
87570002;Carrefour Contact;4589885.0;131178.0;87570;87 rue jean monet;RILHAC RANCON;R
87800003;Carrefour Contact;4570744.595865;124139.70550631;87800;"""LE VIEUX ST MAURICE""";ST MAURICE LES BROUSSES;R
87800004;Carrefour Contact;4570748.7767899;124053.18507886;87800;"""Le Vieux Saint Maurice""";SAINT MAURICE LES BROUSSES;R
